gene_id,UniProtEntry,Uniprot Entry,Uniprot Entry name,Gene names,Protein names,HGNC ID,HGNC_Symbol,Approved name,IDG dark kinase,Kinhub Kinase,Manning Kinase,Group,Family,Uniprot_kinaseactivity,PfamDomain,DomainStart,DomainEnd,ProKinO,Fold_Annotation,Fold,Annotation_Score,INDRA_network,Pseudokinase
5159,sp|P09619|PGFRB_HUMAN,P09619,PGFRB_HUMAN,PDGFRB PDGFR PDGFR1,Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor) (CD140 antigen-like family member B) (Platelet-derived growth factor receptor 1) (PDGFR-1) (CD antigen CD140b),HGNC:8804,PDGFRB,platelet derived growth factor receptor beta,0,1,1,TK,PDGFR,1,Pkinase_Tyr,600.0,959.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,3.300671284,http://ndexbio.org/#/network/08721f74-5db2-11ea-bfdc-0ac135e8bacf,0
5260,sp|Q16816|PHKG1_HUMAN,Q16816,PHKG1_HUMAN,PHKG1 PHKG,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (PHK-gamma-M) (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1) (EC 2.7.11.26)",HGNC:8930,PHKG1,phosphorylase kinase catalytic subunit gamma 1,1,1,1,CAMK,PHK,1,Pkinase,20.0,288.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.9520160059999999,http://ndexbio.org/#/network/58feb845-5d95-11ea-bfdc-0ac135e8bacf,0
5261,sp|P15735|PHKG2_HUMAN,P15735,PHKG2_HUMAN,PHKG2,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform (PHK-gamma-LT) (PHK-gamma-T) (EC 2.7.11.19) (PSK-C3) (Phosphorylase kinase subunit gamma-2)",HGNC:8931,PHKG2,phosphorylase kinase catalytic subunit gamma 2,1,1,1,CAMK,PHK,1,Pkinase,24.0,291.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.7757009429999999,http://ndexbio.org/#/network/5e8f20bb-5d95-11ea-bfdc-0ac135e8bacf,0
30849,sp|Q99570|PI3R4_HUMAN,Q99570,PI3R4_HUMAN,PIK3R4 VPS15,Phosphoinositide 3-kinase regulatory subunit 4 (PI3-kinase regulatory subunit 4) (EC 2.7.11.1) (PI3-kinase p150 subunit) (Phosphoinositide 3-kinase adaptor protein),HGNC:8982,PIK3R4,phosphoinositide-3-kinase regulatory subunit 4,0,1,1,Other,VPS15,1,Pkinase,26.0,313.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.42059812,http://ndexbio.org/#/network/b6255ee0-5e23-11ea-bfdc-0ac135e8bacf,0
5292,sp|P11309|PIM1_HUMAN,P11309,PIM1_HUMAN,PIM1,Serine/threonine-protein kinase pim-1 (EC 2.7.11.1),HGNC:8986,PIM1,"Pim-1 proto-oncogene, serine/threonine kinase",0,1,1,CAMK,PIM,1,Pkinase,38.0,290.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.995100325,http://ndexbio.org/#/network/1249595a-5db2-11ea-bfdc-0ac135e8bacf,0
11040,sp|Q9P1W9|PIM2_HUMAN,Q9P1W9,PIM2_HUMAN,PIM2,Serine/threonine-protein kinase pim-2 (EC 2.7.11.1) (Pim-2h),HGNC:8987,PIM2,"Pim-2 proto-oncogene, serine/threonine kinase",0,1,1,CAMK,PIM,1,Pkinase,32.0,286.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.9634673640000001,http://ndexbio.org/#/network/bd9adb04-5e23-11ea-bfdc-0ac135e8bacf,0
415116,sp|Q86V86|PIM3_HUMAN,Q86V86,PIM3_HUMAN,PIM3,Serine/threonine-protein kinase pim-3 (EC 2.7.11.1),HGNC:19310,PIM3,"Pim-3 proto-oncogene, serine/threonine kinase",0,1,1,CAMK,PIM,1,Pkinase,40.0,293.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.030880284,http://ndexbio.org/#/network/717896de-5d95-11ea-bfdc-0ac135e8bacf,0
65018,sp|Q9BXM7|PINK1_HUMAN,Q9BXM7,PINK1_HUMAN,PINK1,"Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1)",HGNC:14581,PINK1,PTEN induced kinase 1,0,1,1,Other,NKF2,1,Pkinase,156.0,509.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.43340525,http://ndexbio.org/#/network/90e81dc5-5d96-11ea-bfdc-0ac135e8bacf,0
91461,sp|Q504Y2|PKDCC_HUMAN,Q504Y2,PKDCC_HUMAN,PKDCC SGK493 VLK,"Extracellular tyrosine-protein kinase PKDCC (EC 2.7.10.2) (Protein kinase domain-containing protein, cytoplasmic) (Protein kinase-like protein SgK493) (Sugen kinase 493) (Vertebrate lonesome kinase)",HGNC:25123,PKDCC,"protein kinase domain containing, cytoplasmic",0,1,1,Other,SgK493,1,PIP49_C,138.0,386.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.160254683,http://ndexbio.org/#/network/9a70263a-5d96-11ea-bfdc-0ac135e8bacf,0
5585,sp|Q16512|PKN1_HUMAN,Q16512,PKN1_HUMAN,PKN1 PAK1 PKN PRK1 PRKCL1,Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protease-activated kinase 1) (PAK-1) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein kinase PKN-alpha) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N),HGNC:9405,PKN1,protein kinase N1,0,1,1,AGC,PKN,1,Pkinase,615.0,874.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.2058771090000002,http://ndexbio.org/#/network/a19b52ef-5d96-11ea-bfdc-0ac135e8bacf,0
5586,sp|Q16513|PKN2_HUMAN,Q16513,PKN2_HUMAN,PKN2 PRK2 PRKCL2,Serine/threonine-protein kinase N2 (EC 2.7.11.13) (PKN gamma) (Protein kinase C-like 2) (Protein-kinase C-related kinase 2),HGNC:9406,PKN2,protein kinase N2,0,1,1,AGC,PKN,1,Pkinase,657.0,916.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.775609547,http://ndexbio.org/#/network/a9f89705-5d96-11ea-bfdc-0ac135e8bacf,0
29941,sp|Q6P5Z2|PKN3_HUMAN,Q6P5Z2,PKN3_HUMAN,PKN3 PKNBETA,Serine/threonine-protein kinase N3 (EC 2.7.11.13) (Protein kinase PKN-beta) (Protein-kinase C-related kinase 3),HGNC:17999,PKN3,protein kinase N3,1,1,1,AGC,PKN,1,Pkinase,559.0,818.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.737946487,http://ndexbio.org/#/network/b0f7aaab-5d96-11ea-bfdc-0ac135e8bacf,0
5347,sp|P53350|PLK1_HUMAN,P53350,PLK1_HUMAN,PLK1 PLK,Serine/threonine-protein kinase PLK1 (EC 2.7.11.21) (Polo-like kinase 1) (PLK-1) (Serine/threonine-protein kinase 13) (STPK13),HGNC:9077,PLK1,polo like kinase 1,0,1,1,Other,PLK,1,Pkinase,53.0,305.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,3.080295646,http://ndexbio.org/#/network/bfd61fd1-5d96-11ea-bfdc-0ac135e8bacf,0
10769,sp|Q9NYY3|PLK2_HUMAN,Q9NYY3,PLK2_HUMAN,PLK2 SNK,Serine/threonine-protein kinase PLK2 (EC 2.7.11.21) (Polo-like kinase 2) (PLK-2) (hPlk2) (Serine/threonine-protein kinase SNK) (hSNK) (Serum-inducible kinase),HGNC:19699,PLK2,polo like kinase 2,0,1,1,Other,PLK,1,Pkinase,82.0,334.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.446598672,http://ndexbio.org/#/network/cd697756-5d96-11ea-bfdc-0ac135e8bacf,0
1263,sp|Q9H4B4|PLK3_HUMAN,Q9H4B4,PLK3_HUMAN,PLK3 CNK FNK PRK,Serine/threonine-protein kinase PLK3 (EC 2.7.11.21) (Cytokine-inducible serine/threonine-protein kinase) (FGF-inducible kinase) (Polo-like kinase 3) (PLK-3) (Proliferation-related kinase),HGNC:2154,PLK3,polo like kinase 3,0,1,1,Other,PLK,1,Pkinase,62.0,314.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.142821325,http://ndexbio.org/#/network/d573443d-5d96-11ea-bfdc-0ac135e8bacf,0
10733,sp|O00444|PLK4_HUMAN,O00444,PLK4_HUMAN,PLK4 SAK STK18,Serine/threonine-protein kinase PLK4 (EC 2.7.11.21) (Polo-like kinase 4) (PLK-4) (Serine/threonine-protein kinase 18) (Serine/threonine-protein kinase Sak),HGNC:11397,PLK4,polo like kinase 4,0,1,1,Other,PLK,1,Pkinase,12.0,265.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.1832875769999998,http://ndexbio.org/#/network/dd79dcd1-5d96-11ea-bfdc-0ac135e8bacf,0
126520,sp|Q496M5|PLK5_HUMAN,Q496M5,PLK5_HUMAN,PLK5 PLK5P FG060302,Inactive serine/threonine-protein kinase PLK5 (Polo-like kinase 5) (PLK-5),HGNC:27001,PLK5,polo like kinase 5,0,0,0,,,1,Pkinase,1.0,65.0,0,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.63645931,http://ndexbio.org/#/network/e4455d56-5d96-11ea-bfdc-0ac135e8bacf,0
9088,sp|Q99640|PMYT1_HUMAN,Q99640,PMYT1_HUMAN,PKMYT1 MYT1,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase (EC 2.7.11.1) (Myt1 kinase),HGNC:29650,PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1",1,1,1,Other,WEE,1,Pkinase,110.0,359.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.405970411,http://ndexbio.org/#/network/ee508f52-60dc-11ea-bfdc-0ac135e8bacf,0
157285,sp|Q86YV5|PRAG1_HUMAN,Q86YV5,PRAG1_HUMAN,PRAG1 SGK223,Inactive tyrosine-protein kinase PRAG1 (PEAK1-related kinase-activating pseudokinase 1) (Pragmin) (Sugen kinase 223) (SgK223),HGNC:25438,PRAG1,"PEAK1 related, kinase-activating pseudokinase 1",1,1,1,Other,NKF3,1,Pkinase,994.0,1327.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.640228915,http://ndexbio.org/#/network/f117399f-5d96-11ea-bfdc-0ac135e8bacf,1
5613,sp|P51817|PRKX_HUMAN,P51817,PRKX_HUMAN,PRKX PKX1,cAMP-dependent protein kinase catalytic subunit PRKX (PrKX) (Protein kinase X) (Protein kinase X-linked) (Serine/threonine-protein kinase PRKX) (EC 2.7.11.1) (Protein kinase PKX1),HGNC:9441,PRKX,protein kinase X-linked,0,1,1,AGC,PKA,1,Pkinase,49.0,303.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.028237718,http://ndexbio.org/#/network/f7e07033-5d96-11ea-bfdc-0ac135e8bacf,0
8899,sp|Q13523|PRP4B_HUMAN,Q13523,PRP4B_HUMAN,PRPF4B KIAA0536 PRP4 PRP4H PRP4K,Serine/threonine-protein kinase PRP4 homolog (EC 2.7.11.1) (PRP4 kinase) (PRP4 pre-mRNA-processing factor 4 homolog),HGNC:17346,PRPF4B,pre-mRNA processing factor 4B,1,1,1,CMGC,DYRK,1,Pkinase,687.0,1003.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.842039617,http://ndexbio.org/#/network/fe71cde7-5d96-11ea-bfdc-0ac135e8bacf,0
5753,sp|Q13882|PTK6_HUMAN,Q13882,PTK6_HUMAN,PTK6 BRK,Protein-tyrosine kinase 6 (EC 2.7.10.2) (Breast tumor kinase) (Tyrosine-protein kinase BRK),HGNC:9617,PTK6,protein tyrosine kinase 6,0,1,1,TK,Src,1,Pkinase_Tyr,191.0,443.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.884399642,http://ndexbio.org/#/network/05e9e21b-5d97-11ea-bfdc-0ac135e8bacf,0
5754,sp|Q13308|PTK7_HUMAN,Q13308,PTK7_HUMAN,PTK7 CCK4,Inactive tyrosine-protein kinase 7 (Colon carcinoma kinase 4) (CCK-4) (Protein-tyrosine kinase 7) (Pseudo tyrosine kinase receptor 7) (Tyrosine-protein kinase-like 7),HGNC:9618,PTK7,protein tyrosine kinase 7 (inactive),0,1,1,TK,CCK4,1,Pkinase_Tyr,796.0,1063.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.104498896,http://ndexbio.org/#/network/0de33441-5d97-11ea-bfdc-0ac135e8bacf,1
54899,sp|Q7Z7A4|PXK_HUMAN,Q7Z7A4,PXK_HUMAN,PXK,"PX domain-containing protein kinase-like protein (Modulator of Na,K-ATPase) (MONaKA)",HGNC:23326,PXK,PX domain containing serine/threonine kinase like,1,1,1,Other,Slob,0,Pkinase,149.0,396.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.956235658,http://ndexbio.org/#/network/14c60d57-5d97-11ea-bfdc-0ac135e8bacf,1
5894,sp|P04049|RAF1_HUMAN,P04049,RAF1_HUMAN,RAF1 RAF,RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1) (Proto-oncogene c-RAF) (cRaf) (Raf-1),HGNC:9829,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase",0,1,1,TKL,RAF,1,Pkinase_Tyr,349.0,608.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,4.926791187,http://ndexbio.org/#/network/2680794b-5d97-11ea-bfdc-0ac135e8bacf,0
5979,sp|P07949|RET_HUMAN,P07949,RET_HUMAN,RET CDHF12 CDHR16 PTC RET51,Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Cadherin family member 12) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment],HGNC:9967,RET,ret proto-oncogene,0,1,1,TK,Ret,1,Pkinase_Tyr,724.0,1007.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,3.403504276,http://ndexbio.org/#/network/3619da01-5d97-11ea-bfdc-0ac135e8bacf,0
8737,sp|Q13546|RIPK1_HUMAN,Q13546,RIPK1_HUMAN,RIPK1 RIP RIP1,Receptor-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1) (Cell death protein RIP) (Receptor-interacting protein 1) (RIP-1),HGNC:10019,RIPK1,receptor interacting serine/threonine kinase 1,0,1,1,TKL,RIPK,1,Pkinase_Tyr,17.0,285.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,3.0586195760000003,http://ndexbio.org/#/network/473064d9-5d97-11ea-bfdc-0ac135e8bacf,0
8767,sp|O43353|RIPK2_HUMAN,O43353,RIPK2_HUMAN,RIPK2 CARDIAK RICK RIP2 UNQ277/PRO314/PRO34092,Receptor-interacting serine/threonine-protein kinase 2 (EC 2.7.11.1) (CARD-containing interleukin-1 beta-converting enzyme-associated kinase) (CARD-containing IL-1 beta ICE-kinase) (RIP-like-interacting CLARP kinase) (Receptor-interacting protein 2) (RIP-2) (Tyrosine-protein kinase RIPK2) (EC 2.7.10.2),HGNC:10020,RIPK2,receptor interacting serine/threonine kinase 2,0,1,1,TKL,RIPK,1,Pkinase_Tyr,18.0,291.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.6187169630000002,http://ndexbio.org/#/network/54c6c99c-5d97-11ea-bfdc-0ac135e8bacf,0
11035,sp|Q9Y572|RIPK3_HUMAN,Q9Y572,RIPK3_HUMAN,RIPK3 RIP3,Receptor-interacting serine/threonine-protein kinase 3 (EC 2.7.11.1) (RIP-like protein kinase 3) (Receptor-interacting protein 3) (RIP-3),HGNC:10021,RIPK3,receptor interacting serine/threonine kinase 3,0,1,1,TKL,RIPK,1,Pkinase,21.0,285.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.842261191,http://ndexbio.org/#/network/484ab915-5d98-11ea-bfdc-0ac135e8bacf,0
54101,sp|P57078|RIPK4_HUMAN,P57078,RIPK4_HUMAN,RIPK4 ANKRD3 DIK,Receptor-interacting serine/threonine-protein kinase 4 (EC 2.7.11.1) (Ankyrin repeat domain-containing protein 3) (PKC-delta-interacting protein kinase),HGNC:496,RIPK4,receptor interacting serine/threonine kinase 4,0,1,1,TKL,RIPK,1,Pkinase,22.0,278.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.8560200040000001,http://ndexbio.org/#/network/5485d397-5d98-11ea-bfdc-0ac135e8bacf,0
6011,sp|Q15835|GRK1_HUMAN,Q15835,RK_HUMAN,GRK1 RHOK,Rhodopsin kinase (RK) (EC 2.7.11.14) (G protein-coupled receptor kinase 1),HGNC:10013,GRK1,G protein-coupled receptor kinase 1,0,1,1,AGC,GRK,1,Pkinase,190.0,455.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.859370275,http://ndexbio.org/#/network/5f94f13c-5d98-11ea-bfdc-0ac135e8bacf,0
6041,sp|Q05823|RN5A_HUMAN,Q05823,RN5A_HUMAN,RNASEL RNS4,2-5A-dependent ribonuclease (2-5A-dependent RNase) (EC 3.1.26.-) (Ribonuclease 4) (Ribonuclease L) (RNase L),HGNC:10050,RNASEL,ribonuclease L,1,1,1,Other,Other-Unique,1,Pkinase,366.0,586.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.997230333,http://ndexbio.org/#/network/676e1132-5d98-11ea-bfdc-0ac135e8bacf,0
6093,sp|Q13464|ROCK1_HUMAN,Q13464,ROCK1_HUMAN,ROCK1,"Rho-associated protein kinase 1 (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-35) (Rho-associated, coiled-coil-containing protein kinase 1) (Rho-associated, coiled-coil-containing protein kinase I) (ROCK-I) (p160 ROCK-1) (p160ROCK)",HGNC:10251,ROCK1,Rho associated coiled-coil containing protein kinase 1,0,1,1,AGC,DMPK,1,Pkinase,76.0,338.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.102267534,http://ndexbio.org/#/network/70d683b8-5d98-11ea-bfdc-0ac135e8bacf,0
9475,sp|O75116|ROCK2_HUMAN,O75116,ROCK2_HUMAN,ROCK2 KIAA0619,"Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho kinase 2) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)",HGNC:10252,ROCK2,Rho associated coiled-coil containing protein kinase 2,0,1,1,AGC,DMPK,1,Pkinase,92.0,354.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.8094805180000002,http://ndexbio.org/#/network/7b5ebe1e-5d98-11ea-bfdc-0ac135e8bacf,0
4486,sp|Q04912|RON_HUMAN,Q04912,RON_HUMAN,MST1R PTK8 RON,Macrophage-stimulating protein receptor (MSP receptor) (EC 2.7.10.1) (CDw136) (Protein-tyrosine kinase 8) (p185-Ron) (CD antigen CD136) [Cleaved into: Macrophage-stimulating protein receptor alpha chain; Macrophage-stimulating protein receptor beta chain],HGNC:7381,MST1R,macrophage stimulating 1 receptor,0,1,1,TK,Met,1,Pkinase_Tyr,1083.0,1343.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.423351275,http://ndexbio.org/#/network/84d05864-5d98-11ea-bfdc-0ac135e8bacf,0
4919,sp|Q01973|ROR1_HUMAN,Q01973,ROR1_HUMAN,ROR1 NTRKR1,"Inactive tyrosine-protein kinase transmembrane receptor ROR1 (Neurotrophic tyrosine kinase, receptor-related 1)",HGNC:10256,ROR1,receptor tyrosine kinase like orphan receptor 1,0,1,1,TK,Ror,1,Pkinase_Tyr,473.0,748.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.904773855,http://ndexbio.org/#/network/8cbe11ca-5d98-11ea-bfdc-0ac135e8bacf,0
4920,sp|Q01974|ROR2_HUMAN,Q01974,ROR2_HUMAN,ROR2 NTRKR2,"Tyrosine-protein kinase transmembrane receptor ROR2 (EC 2.7.10.1) (Neurotrophic tyrosine kinase, receptor-related 2)",HGNC:10257,ROR2,receptor tyrosine kinase like orphan receptor 2,0,1,1,TK,Ror,1,Pkinase_Tyr,473.0,748.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.744112755,http://ndexbio.org/#/network/966784ee-5d98-11ea-bfdc-0ac135e8bacf,0
6098,sp|P08922|ROS1_HUMAN,P08922,ROS1_HUMAN,ROS1 MCF3 ROS,Proto-oncogene tyrosine-protein kinase ROS (EC 2.7.10.1) (Proto-oncogene c-Ros) (Proto-oncogene c-Ros-1) (Receptor tyrosine kinase c-ros oncogene 1) (c-Ros receptor tyrosine kinase),HGNC:10261,ROS1,"ROS proto-oncogene 1, receptor tyrosine kinase",0,1,1,TK,Sev,1,Pkinase_Tyr,1945.0,2216.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.0898031959999999,http://ndexbio.org/#/network/9e35cf74-5d98-11ea-bfdc-0ac135e8bacf,0
83694,sp|Q9Y6S9|RPKL1_HUMAN,Q9Y6S9,RPKL1_HUMAN,RPS6KL1,Ribosomal protein S6 kinase-like 1 (EC 2.7.11.1),HGNC:20222,RPS6KL1,ribosomal protein S6 kinase like 1,1,1,1,AGC,RSKL,1,Pkinase,150.0,539.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.444394657,http://ndexbio.org/#/network/a506590a-5d98-11ea-bfdc-0ac135e8bacf,1
6259,sp|P34925|RYK_HUMAN,P34925,RYK_HUMAN,RYK JTK5A,Tyrosine-protein kinase RYK (EC 2.7.10.1),HGNC:10481,RYK,receptor like tyrosine kinase,0,1,1,TK,Ryk,1,Pkinase_Tyr,330.0,598.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.35630822,http://ndexbio.org/#/network/ab9ff41e-5d98-11ea-bfdc-0ac135e8bacf,0
388228,sp|Q52WX2|SBK1_HUMAN,Q52WX2,SBK1_HUMAN,SBK1,Serine/threonine-protein kinase SBK1 (EC 2.7.11.1) (SH3-binding kinase 1),HGNC:17699,SBK1,SH3 domain binding kinase 1,1,1,1,Other,NKF1,1,Pkinase,53.0,313.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.655727018,http://ndexbio.org/#/network/b265a744-5d98-11ea-bfdc-0ac135e8bacf,0
646643,sp|P0C263|SBK2_HUMAN,P0C263,SBK2_HUMAN,SBK2 SGK069,Serine/threonine-protein kinase SBK2 (EC 2.7.11.1) (SH3-binding domain kinase family member 2) (Sugen kinase 69) (SgK069),HGNC:34416,SBK2,SH3 domain binding kinase family member 2,1,1,1,Other,NKF1,1,Pkinase,62.0,325.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.542665512,http://ndexbio.org/#/network/b7f1f10b-5d98-11ea-bfdc-0ac135e8bacf,0
100130827,sp|P0C264|SBK3_HUMAN,P0C264,SBK3_HUMAN,SBK3 SGK110,Uncharacterized serine/threonine-protein kinase SBK3 (EC 2.7.11.1) (SH3-binding domain kinase family member 3) (Sugen kinase 110),HGNC:44121,SBK3,SH3 domain binding kinase family member 3,1,1,0,Other,NKF1,1,Pkinase,43.0,304.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.328772925,http://ndexbio.org/#/network/c3d17e0d-5d98-11ea-bfdc-0ac135e8bacf,0
57410,sp|Q96KG9|SCYL1_HUMAN,Q96KG9,SCYL1_HUMAN,SCYL1 CVAK90 GKLP NTKL TAPK TEIF TRAP HT019,N-terminal kinase-like protein (Coated vesicle-associated kinase of 90 kDa) (SCY1-like protein 1) (Telomerase regulation-associated protein) (Telomerase transcriptional element-interacting factor) (Teratoma-associated tyrosine kinase),HGNC:14372,SCYL1,SCY1 like pseudokinase 1,1,1,1,Other,SCY1,1,Pkinase,14.0,261.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.7445331030000002,http://ndexbio.org/#/network/c98f1104-5d98-11ea-bfdc-0ac135e8bacf,1
55681,sp|Q6P3W7|SCYL2_HUMAN,Q6P3W7,SCYL2_HUMAN,SCYL2 CVAK104 KIAA1360,SCY1-like protein 2 (Coated vesicle-associated kinase of 104 kDa),HGNC:19286,SCYL2,SCY1 like pseudokinase 2,1,1,1,Other,SCY1,1,Pkinase,32.0,327.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.646324497,http://ndexbio.org/#/network/d09d3fd8-5d98-11ea-bfdc-0ac135e8bacf,1
84197,sp|Q9H5K3|SG196_HUMAN,Q9H5K3,SG196_HUMAN,POMK SGK196,Protein O-mannose kinase (POMK) (EC 2.7.1.183) (Protein kinase-like protein SgK196) (Sugen kinase 196),HGNC:26267,POMK,protein O-mannose kinase,1,1,1,Other,Other-Unique,1,Pkinase_Tyr,84.0,329.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.979987205,http://ndexbio.org/#/network/dab10d8c-5d98-11ea-bfdc-0ac135e8bacf,1
6446,sp|O00141|SGK1_HUMAN,O00141,SGK1_HUMAN,SGK1 SGK,Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1),HGNC:10810,SGK1,serum/glucocorticoid regulated kinase 1,0,1,1,AGC,SGK,1,Pkinase,98.0,355.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.311727741,http://ndexbio.org/#/network/e3f09b50-5d98-11ea-bfdc-0ac135e8bacf,0
10110,sp|Q9HBY8|SGK2_HUMAN,Q9HBY8,SGK2_HUMAN,SGK2,Serine/threonine-protein kinase Sgk2 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 2),HGNC:13900,SGK2,serum/glucocorticoid regulated kinase 2,0,1,1,AGC,SGK,1,Pkinase,95.0,352.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.9710736329999999,http://ndexbio.org/#/network/ed08f206-5d98-11ea-bfdc-0ac135e8bacf,0
23678,sp|Q96BR1|SGK3_HUMAN,Q96BR1,SGK3_HUMAN,SGK3 CISK SGKL,Serine/threonine-protein kinase Sgk3 (EC 2.7.11.1) (Cytokine-independent survival kinase) (Serum/glucocorticoid-regulated kinase 3) (Serum/glucocorticoid-regulated kinase-like),HGNC:10812,SGK3,serum/glucocorticoid regulated kinase family member 3,0,1,1,AGC,SGK,1,Pkinase,162.0,419.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.477632471,http://ndexbio.org/#/network/f3c927ea-5d98-11ea-bfdc-0ac135e8bacf,0
150094,sp|P57059|SIK1_HUMAN,P57059,SIK1_HUMAN,SIK1 SIK SNF1LK,Serine/threonine-protein kinase SIK1 (EC 2.7.11.1) (Salt-inducible kinase 1) (SIK-1) (Serine/threonine-protein kinase SNF1-like kinase 1) (Serine/threonine-protein kinase SNF1LK),HGNC:52389,SIK1,salt inducible kinase 1,0,1,1,CAMK,CAMKL,1,Pkinase,27.0,278.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.889755141,http://ndexbio.org/#/network/fb38febe-5d98-11ea-bfdc-0ac135e8bacf,0
102724428,sp|A0A0B4J2F2|SIK1B_HUMAN,A0A0B4J2F2,SIK1B_HUMAN,SIK1B,Probable serine/threonine-protein kinase SIK1B (EC 2.7.11.1) (Salt-inducible kinase 1B),HGNC:52389,SIK1B,salt inducible kinase 1B (putative),0,0,0,,,1,Pkinase,27.0,278.0,0,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.047148124000000007,http://ndexbio.org/#/network/01d35d24-5d99-11ea-bfdc-0ac135e8bacf,0
